votes,name,value,link
62,13,"I installed an alpha or beta, am I up to date with the final release if I keep upgrading?",https://askubuntu.com/questions?tab=frequent&page=17
348,14,Execute sudo without Password?,https://askubuntu.com/questions?tab=frequent&page=17
15,15,Bash script to backkup/clone Ubuntu to another partition,https://askubuntu.com/questions?tab=frequent&page=17
10,16,How to Create a Full Install of Ubuntu 20.04 to USB Device Step by Step,https://askubuntu.com/questions?tab=frequent&page=17
14,17,How to create a bootable USB stick?,https://askubuntu.com/questions?tab=frequent&page=17
583,18,What does “sudo apt-get update” do?,https://askubuntu.com/questions?tab=frequent&page=17
118,4,How can I restore configuration files?,https://askubuntu.com/questions?tab=frequent&page=18
77,5,GRUB does not detect Windows,https://askubuntu.com/questions?tab=frequent&page=18
61,6,Grub rescue - error: unknown filesystem,https://askubuntu.com/questions?tab=frequent&page=18
71,7,How can I get my graphics card to be recognized in System Info?,https://askubuntu.com/questions?tab=frequent&page=18
32,8,How to install Wi-Fi driver for Realtek RTL8821CE on Ubuntu 18.04? [duplicate],https://askubuntu.com/questions?tab=frequent&page=18
16,9,can't install wine on ubuntu (actually lubuntu) 18.04,https://askubuntu.com/questions?tab=frequent&page=18
197,10,How to make partitions mount at startup?,https://askubuntu.com/questions?tab=frequent&page=18
72,11,How do I install the Nvidia driver for a GeForce GT 630 [duplicate],https://askubuntu.com/questions?tab=frequent&page=18
66,12,How do I get AMD/Intel Hybrid Graphics drivers to work?,https://askubuntu.com/questions?tab=frequent&page=18
79,13,Windows 10 upgrade led to grub rescue,https://askubuntu.com/questions?tab=frequent&page=18
37,14,How do I remove the proprietary ATI drivers?,https://askubuntu.com/questions?tab=frequent&page=18
156,15,How do I install the latest stable version of Firefox?,https://askubuntu.com/questions?tab=frequent&page=18
79,16,Error when installing: “unable to find a medium containing a live file system”,https://askubuntu.com/questions?tab=frequent&page=18
15,17,How to recover a deleted NTFS partition with data,https://askubuntu.com/questions?tab=frequent&page=18
30,18,Re-install Ubuntu without losing data in home folder,https://askubuntu.com/questions?tab=frequent&page=18
71,4,How can I get my graphics card to be recognized in System Info?,https://askubuntu.com/questions?tab=frequent&page=19
105,5,How can I install on a non-PAE CPU? (error “Kernel requires features not present on the CPU: PAE”),https://askubuntu.com/questions?tab=frequent&page=19
819,6,Error message “sudo: unable to resolve host (none)”,https://askubuntu.com/questions?tab=frequent&page=19
125,7,What IDEs are available for Ubuntu? [closed],https://askubuntu.com/questions?tab=frequent&page=19
138,8,"Kernel Panic - not syncing: VFS: Unable to mount root fs on unknown-block(0,0)",https://askubuntu.com/questions?tab=frequent&page=19
185,9,How do I change fonts and adjust their size?,https://askubuntu.com/questions?tab=frequent&page=19
119,10,How do I install the Cinnamon Desktop?,https://askubuntu.com/questions?tab=frequent&page=19
183,11,Tips to extend battery life for laptops and notebooks,https://askubuntu.com/questions?tab=frequent&page=19
177,12,How to install Android Studio on Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=19
69,13,What's your recommendation on drive partitioning schemes for a desktop and home server? [closed],https://askubuntu.com/questions?tab=frequent&page=19
62,14,How do I get my Mac to boot from an Ubuntu USB key?,https://askubuntu.com/questions?tab=frequent&page=19
338,15,How can I tell Ubuntu to do nothing when I close my laptop lid?,https://askubuntu.com/questions?tab=frequent&page=19
298,16,How to format a USB flash drive?,https://askubuntu.com/questions?tab=frequent&page=19
46,17,How do I go about porting Ubuntu Touch to different devices?,https://askubuntu.com/questions?tab=frequent&page=19
45,18,How do I install and switch to the Unity 2D desktop?,https://askubuntu.com/questions?tab=frequent&page=19
870,4,How can I add a new user as sudoer using the command line?,https://askubuntu.com/questions?tab=frequent&page=20
194,5,How to enable TRIM?,https://askubuntu.com/questions?tab=frequent&page=20
97,6,How do I set a custom resolution?,https://askubuntu.com/questions?tab=frequent&page=20
42,7,Apt/Synaptic needs to reinstall package but can't find the archive for it,https://askubuntu.com/questions?tab=frequent&page=20
58,8,How do I install Ubuntu-Tweak?,https://askubuntu.com/questions?tab=frequent&page=20
33,9,How can I get help on terminal commands?,https://askubuntu.com/questions?tab=frequent&page=20
422,10,How to create a bootable Ubuntu USB flash drive from terminal?,https://askubuntu.com/questions?tab=frequent&page=20
377,11,How can I deactivate Bluetooth on system startup?,https://askubuntu.com/questions?tab=frequent&page=20
484,12,How do I modify or disable the HUD's use of the Alt key?,https://askubuntu.com/questions?tab=frequent&page=20
192,13,Is there a Google Drive client available?,https://askubuntu.com/questions?tab=frequent&page=20
37,14,TTY doesn't wait for password,https://askubuntu.com/questions?tab=frequent&page=20
18,15,How to get access to USB-storage from an application installed as Snap?,https://askubuntu.com/questions?tab=frequent&page=20
12,16,MD5 hash for ubuntu .iso (14.04 through 18.10),https://askubuntu.com/questions?tab=frequent&page=20
573,17,How can I record my screen?,https://askubuntu.com/questions?tab=frequent&page=20
107,18,Set “older” kernel as default grub entry,https://askubuntu.com/questions?tab=frequent&page=20
53,4,Where to place my local website starting with the 2.4.7 version of apache2?,https://askubuntu.com/questions?tab=frequent&page=21
127,5,"Cannot install Ubuntu in VirtualBox due to “this kernel requires an x86-64 CPU, but only detects an i686 CPU, unable to boot” error",https://askubuntu.com/questions?tab=frequent&page=21
72,6,What's the difference between Wubi and a regular “alongside Windows” installation?,https://askubuntu.com/questions?tab=frequent&page=21
22,7,How to efficiently partition a single Windows-Ubuntu dual boot disk?,https://askubuntu.com/questions?tab=frequent&page=21
36,8,Why I'm seeing a lock besides the partition I'm trying to modify with gparted?,https://askubuntu.com/questions?tab=frequent&page=21
606,9,Change folder permissions and ownership,https://askubuntu.com/questions?tab=frequent&page=21
146,10,Could not load 'vboxdrv' after upgrade to Ubuntu 16.04 (and I want to keep secure boot),https://askubuntu.com/questions?tab=frequent&page=21
195,11,How do I free up disk space?,https://askubuntu.com/questions?tab=frequent&page=21
215,12,How to delete file(s) in secure manner?,https://askubuntu.com/questions?tab=frequent&page=21
80,13,Desktop forgets theme?,https://askubuntu.com/questions?tab=frequent&page=21
105,14,Why is gksu no longer installed by default?,https://askubuntu.com/questions?tab=frequent&page=21
84,15,16.04 new installation gives grub-efi-amd64-signed failed installation /target/ ubuntu 16.04 at the end,https://askubuntu.com/questions?tab=frequent&page=21
59,16,How can I easily share the output of a command or a text file with others?,https://askubuntu.com/questions?tab=frequent&page=21
24,17,How do I get a Ralink RT3290 wireless card working?,https://askubuntu.com/questions?tab=frequent&page=21
25,18,How do I install software using the Ubuntu Software Center?,https://askubuntu.com/questions?tab=frequent&page=21
9,4,Deleted Partition Recovery,https://askubuntu.com/questions?tab=frequent&page=22
92,5,How to manage users and groups using GUI?,https://askubuntu.com/questions?tab=frequent&page=22
112,6,What is different about the Mac ISO image?,https://askubuntu.com/questions?tab=frequent&page=22
21,7,Why can't I install Ubuntu or Wubi on a Windows Dynamic Disk?,https://askubuntu.com/questions?tab=frequent&page=22
9,8,How should I install HPLIP binary/proprietary plugin/driver for my HP printer or printer+scanner?,https://askubuntu.com/questions?tab=frequent&page=22
27,9,Is the “Final Release” a “Development Release”?,https://askubuntu.com/questions?tab=frequent&page=22
9,10,Bootable USB of Ubuntu Minimal CD,https://askubuntu.com/questions?tab=frequent&page=22
113,11,How to get GRUB to be the default bootloader instead of Windows Boot Manager on a UEFI laptop?,https://askubuntu.com/questions?tab=frequent&page=22
410,12,How to let `dpkg -i` install dependencies for me?,https://askubuntu.com/questions?tab=frequent&page=22
166,13,What's the right terminology for Unity's UI elements?,https://askubuntu.com/questions?tab=frequent&page=22
67,14,How can I make xrandr customization permanent?,https://askubuntu.com/questions?tab=frequent&page=22
70,15,"“dev/sda1: clean, …” This message appears after I startup my laptop, then it won't continue booting",https://askubuntu.com/questions?tab=frequent&page=22
43,16,How do file permissions work?,https://askubuntu.com/questions?tab=frequent&page=22
58,17,How do I enable the “multiverse” repository?,https://askubuntu.com/questions?tab=frequent&page=22
33,18,“errno 5 - input/output error” when trying to install Ubuntu,https://askubuntu.com/questions?tab=frequent&page=22
42,4,Wifi problems with rtl8723be in Ubuntu 14.04,https://askubuntu.com/questions?tab=frequent&page=23
46,5,"Ubuntu 20.04 interface font too small after restart, even with high scaling factor",https://askubuntu.com/questions?tab=frequent&page=23
34,6,Duplicate application icons in Ubuntu dock upon launch,https://askubuntu.com/questions?tab=frequent&page=23
5,7,Partitions disappeared after power loss while installing,https://askubuntu.com/questions?tab=frequent&page=23
2,8,"Storing data on second HDD, mounting",https://askubuntu.com/questions?tab=frequent&page=23
539,9,How do I fix my locale issue?,https://askubuntu.com/questions?tab=frequent&page=23
181,10,How do I get and modify the source code of packages installed through apt-get?,https://askubuntu.com/questions?tab=frequent&page=23
164,11,How to install Skype 4.3? [duplicate],https://askubuntu.com/questions?tab=frequent&page=23
41,12,"GUI/Unity crashing in 16.04 LTS after updates 2018-01-04, compiz segfaults",https://askubuntu.com/questions?tab=frequent&page=23
233,13,How can I securely erase a hard drive?,https://askubuntu.com/questions?tab=frequent&page=23
166,14,"What are the differences between “su”, “sudo -s”, “sudo -i”, “sudo su”?",https://askubuntu.com/questions?tab=frequent&page=23
152,15,How to run 32-bit app in Ubuntu 64-bit?,https://askubuntu.com/questions?tab=frequent&page=23
114,16,Where is the X.org config file? How do I configure X there?,https://askubuntu.com/questions?tab=frequent&page=23
139,17,What's the difference between the server version and the desktop version?,https://askubuntu.com/questions?tab=frequent&page=23
85,18,How can I install Ubuntu without CD and USB?,https://askubuntu.com/questions?tab=frequent&page=23
45,4,Root drive is running out of disk space. How can I free up space?,https://askubuntu.com/questions?tab=frequent&page=24
31,5,Ralink MT7601U (148f:7601) Wi-Fi adapter installation,https://askubuntu.com/questions?tab=frequent&page=24
19,6,Qualcomm Atheros Device [168c:0042] (rev 30) Wi-Fi driver installation,https://askubuntu.com/questions?tab=frequent&page=24
37,7,How do I install the ubuntu-restricted-extras package?,https://askubuntu.com/questions?tab=frequent&page=24
9,8,Is it still possible to install Ubuntu to an external harddrive with UEFI?,https://askubuntu.com/questions?tab=frequent&page=24
16,9,Where can I get an Ubuntu Installation CD/DVD/USB?,https://askubuntu.com/questions?tab=frequent&page=24
203,10,What is the Linux equivalent to Windows' Program Files?,https://askubuntu.com/questions?tab=frequent&page=24
180,11,How to change LCD brightness from command line (or via script)?,https://askubuntu.com/questions?tab=frequent&page=24
104,12,Problem with installing Steam on Ubuntu 15.04+,https://askubuntu.com/questions?tab=frequent&page=24
73,13,GRUB rescue problem after deleting Ubuntu partition! [duplicate],https://askubuntu.com/questions?tab=frequent&page=24
75,14,How do I change the default session for when using auto-logins?,https://askubuntu.com/questions?tab=frequent&page=24
108,15,Is it possible to “upgrade” from a 32bit to a 64bit installation?,https://askubuntu.com/questions?tab=frequent&page=24
31,16,How to install Minecraft (Client),https://askubuntu.com/questions?tab=frequent&page=24
63,17,What are point releases in LTS versions?,https://askubuntu.com/questions?tab=frequent&page=24
8,18,Set myself as owner of /etc with chown command now getting all kinds of errors [duplicate],https://askubuntu.com/questions?tab=frequent&page=24
6,4,How to install HPLIP on my Ubuntu to support my HP printer and/or scanner?,https://askubuntu.com/questions?tab=frequent&page=25
50,5,Install Nvidia driver instead of nouveau,https://askubuntu.com/questions?tab=frequent&page=25
54,6,How to install Tor?,https://askubuntu.com/questions?tab=frequent&page=25
518,7,How do I change the hostname without a restart?,https://askubuntu.com/questions?tab=frequent&page=25
215,8,How to install the latest versions of NodeJS and NPM?,https://askubuntu.com/questions?tab=frequent&page=25
63,9,Is there a program to mount all of my drives automatically?,https://askubuntu.com/questions?tab=frequent&page=25
73,10,What is the difference between Ubuntu and its derivatives?,https://askubuntu.com/questions?tab=frequent&page=25
61,11,E: dpkg was interrupted… run 'sudo dpkg --configure -a',https://askubuntu.com/questions?tab=frequent&page=25
50,12,How to blacklist kernel modules?,https://askubuntu.com/questions?tab=frequent&page=25
20,13,"What is taking up so much space on my disk, beside the filesystem?",https://askubuntu.com/questions?tab=frequent&page=25
575,14,What is the difference between apt and apt-get?,https://askubuntu.com/questions?tab=frequent&page=25
125,15,Can't upgrade due to low disk space on /boot,https://askubuntu.com/questions?tab=frequent&page=25
86,16,"Last upgrade crashes network manager (no internet connection, no applet)",https://askubuntu.com/questions?tab=frequent&page=25
16,17,How much swap should I take for 1GB to 8TB of RAM on 14.04 or higher?,https://askubuntu.com/questions?tab=frequent&page=25
17,18,How to run xrandr commands at startup in Ubuntu,https://askubuntu.com/questions?tab=frequent&page=25
20,4,Basic desktop actions are not available on Ubuntu 20.04,https://askubuntu.com/questions?tab=frequent&page=26
20,5,Restore default apt repositories in sources.list from command line,https://askubuntu.com/questions?tab=frequent&page=26
587,6,How do I get the CPU temperature?,https://askubuntu.com/questions?tab=frequent&page=26
206,7,How do I download a YouTube video?,https://askubuntu.com/questions?tab=frequent&page=26
74,8,"How can I change/convert a Ubuntu MBR drive to a GPT, and make Ubuntu boot from EFI?",https://askubuntu.com/questions?tab=frequent&page=26
210,9,What is hardware enablement (HWE)?,https://askubuntu.com/questions?tab=frequent&page=26
127,10,How do I enable or disable the global application menu?,https://askubuntu.com/questions?tab=frequent&page=26
85,11,Can't install Ubuntu 18.10 on XPS 15 - EFI\BOOT\mmx64.efi not found,https://askubuntu.com/questions?tab=frequent&page=26
66,12,How to run a script during boot as root,https://askubuntu.com/questions?tab=frequent&page=26
52,13,Basic Web Development IDE/Editor like Dreamweaver? [duplicate],https://askubuntu.com/questions?tab=frequent&page=26
33,14,Execute a script upon logout/reboot/shutdown in Ubuntu,https://askubuntu.com/questions?tab=frequent&page=26
25,15,Got NODATA issue: 'NODATA' (does the network require authentication?),https://askubuntu.com/questions?tab=frequent&page=26
22,16,How can I replace Windows with Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=26
250,17,How do I install Oracle Java JDK 7? [duplicate],https://askubuntu.com/questions?tab=frequent&page=26
534,18,How to create a soft or symbolic link?,https://askubuntu.com/questions?tab=frequent&page=26
310,4,How do I install fonts?,https://askubuntu.com/questions?tab=frequent&page=27
202,5,How to create a permanent “alias”? [duplicate],https://askubuntu.com/questions?tab=frequent&page=27
256,6,"How to install specific Ubuntu packages, with exact version?",https://askubuntu.com/questions?tab=frequent&page=27
134,7,16.04 upgrade broke mysql-server,https://askubuntu.com/questions?tab=frequent&page=27
69,8,How do I change the wallpaper of the login screen?,https://askubuntu.com/questions?tab=frequent&page=27
102,9,What does `nomodeset` do,https://askubuntu.com/questions?tab=frequent&page=27
81,10,What is Ubuntu's status on the Meltdown and Spectre vulnerabilities?,https://askubuntu.com/questions?tab=frequent&page=27
40,11,How do I boot into recovery mode?,https://askubuntu.com/questions?tab=frequent&page=27
54,12,How can I install Steam?,https://askubuntu.com/questions?tab=frequent&page=27
43,13,Add Windows 10 to GRUB OS list,https://askubuntu.com/questions?tab=frequent&page=27
22,14,Ubuntu system is broken after accidentally uninstalling many packages,https://askubuntu.com/questions?tab=frequent&page=27
10,15,How do I get Mediatek MT7630E 802.11bgn Wi-Fi Adapter working?,https://askubuntu.com/questions?tab=frequent&page=27
403,16,What do the different colors mean in ls?,https://askubuntu.com/questions?tab=frequent&page=27
515,17,How do I check if I have a 32-bit or a 64-bit OS?,https://askubuntu.com/questions?tab=frequent&page=27
238,18,How can I uninstall software?,https://askubuntu.com/questions?tab=frequent&page=27
150,4,How do I use the latest GCC on Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=28
291,5,How can I resize an ext root partition at runtime?,https://askubuntu.com/questions?tab=frequent&page=28
155,6,Best way to cache apt downloads on a LAN?,https://askubuntu.com/questions?tab=frequent&page=28
126,7,How to get my software into Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=28
193,8,Traditional search-as-you-type on newer Nautilus versions,https://askubuntu.com/questions?tab=frequent&page=28
106,9,What happened to the ia32-libs package?,https://askubuntu.com/questions?tab=frequent&page=28
132,10,How to execute a script just by double clicking like .EXE files in Windows?,https://askubuntu.com/questions?tab=frequent&page=28
51,11,How can I reinstall GRUB to the EFI partition?,https://askubuntu.com/questions?tab=frequent&page=28
69,12,Getting MTP enabled devices to work with Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=28
76,13,Creating a .desktop file for a new application,https://askubuntu.com/questions?tab=frequent&page=28
61,14,What is the proper way to change the DNS IP?,https://askubuntu.com/questions?tab=frequent&page=28
76,15,E: Problem executing scripts APT Update::Post-Invoke-Success error during apt-get update,https://askubuntu.com/questions?tab=frequent&page=28
51,16,How can I add custom '.desktop' application launchers to Ubuntu Dock?,https://askubuntu.com/questions?tab=frequent&page=28
26,17,How do I enable the “Universe” repository from the command line? [duplicate],https://askubuntu.com/questions?tab=frequent&page=28
22,18,How can I replace Windows with Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=28
30,4,Should I be offered the option to upgrade to 18.04.1?,https://askubuntu.com/questions?tab=frequent&page=29
18,5,Not booting from USB or CD (SYSLINUX Message),https://askubuntu.com/questions?tab=frequent&page=29
17,6,How to make grub menu appear instead grub minimal bash-like in booting?,https://askubuntu.com/questions?tab=frequent&page=29
3,7,Touchpad gestures and holding keys does not work,https://askubuntu.com/questions?tab=frequent&page=29
20,8,How to burn or mount an ISO file?,https://askubuntu.com/questions?tab=frequent&page=29
3,9,"'Upgraded' to Windows 10 on dual boot, and can't boot to Ubuntu partition",https://askubuntu.com/questions?tab=frequent&page=29
160,10,Wifi doesn't work after suspend after 16.04 upgrade,https://askubuntu.com/questions?tab=frequent&page=29
113,11,How to create a local APT repository?,https://askubuntu.com/questions?tab=frequent&page=29
184,12,How do I disable the guest session?,https://askubuntu.com/questions?tab=frequent&page=29
106,13,How do I easily rename multiple files using command line?,https://askubuntu.com/questions?tab=frequent&page=29
87,14,How to create a bootable USB with multiple ISO images in it,https://askubuntu.com/questions?tab=frequent&page=29
121,15,How do I deal with “unauthenticated sources” errors in the Software Center?,https://askubuntu.com/questions?tab=frequent&page=29
90,16,How can I move all the window controls to the right (or left)?,https://askubuntu.com/questions?tab=frequent&page=29
65,17,How do I restrict my kids' computing time?,https://askubuntu.com/questions?tab=frequent&page=29
91,18,Configure proxy for APT?,https://askubuntu.com/questions?tab=frequent&page=29
64,4,Switching window manager/desktop environments?,https://askubuntu.com/questions?tab=frequent&page=30
72,5,What is Ubuntu Touch (Ubuntu for Phones),https://askubuntu.com/questions?tab=frequent&page=30
37,6,"Can I install Microsoft Office? If so, how?",https://askubuntu.com/questions?tab=frequent&page=30
53,7,How do I use the gconf editor?,https://askubuntu.com/questions?tab=frequent&page=30
47,8,"Very large log files, what should I do?",https://askubuntu.com/questions?tab=frequent&page=30
48,9,Small snap loop devices visible in gnome-disk-utility OR what is the function of snap ubuntu-core,https://askubuntu.com/questions?tab=frequent&page=30
25,10,What would be the differences between a persistent USB Live Session and a installed Ubuntu in a USB drive?,https://askubuntu.com/questions?tab=frequent&page=30
10,11,How do I uninstall Ubuntu Wubi?,https://askubuntu.com/questions?tab=frequent&page=30
238,12,How to choose the default gcc and g++ version?,https://askubuntu.com/questions?tab=frequent&page=30
94,13,Windows 10 upgrade kills grub and boot-repair doesn't help,https://askubuntu.com/questions?tab=frequent&page=30
150,14,How do I optimize the OS for SSDs?,https://askubuntu.com/questions?tab=frequent&page=30
57,15,Dual Boot Windows 10 and Linux Ubuntu on Separate Hard Drives [duplicate],https://askubuntu.com/questions?tab=frequent&page=30
102,16,How can I hibernate on Ubuntu 16.04?,https://askubuntu.com/questions?tab=frequent&page=30
65,17,How do I change the plymouth bootscreen?,https://askubuntu.com/questions?tab=frequent&page=30
62,18,Where to declare environment variables?,https://askubuntu.com/questions?tab=frequent&page=30
73,4,How do I improve boot speed?,https://askubuntu.com/questions?tab=frequent&page=31
92,5,How do I boot into single-user mode from GRUB?,https://askubuntu.com/questions?tab=frequent&page=31
41,6,How to Connect & Share your Internet Connection (Wired & Wireless),https://askubuntu.com/questions?tab=frequent&page=31
77,7,How do I upgrade to the development release (aka. Ubuntu+1)?,https://askubuntu.com/questions?tab=frequent&page=31
21,8,How do I set up a folder so that anything created in it inherits permissions?,https://askubuntu.com/questions?tab=frequent&page=31
61,9,How do I resume a release upgrade?,https://askubuntu.com/questions?tab=frequent&page=31
34,10,How do I change to a theme not listed in the Appearance screen?,https://askubuntu.com/questions?tab=frequent&page=31
78,11,How do I enable auto-login in LightDM?,https://askubuntu.com/questions?tab=frequent&page=31
22,12,"What is the current state of apple device (iPhone, iPod, etc.) support?",https://askubuntu.com/questions?tab=frequent&page=31
12,13,Dual-boot boot menu does not show up after installing Ubuntu 15.10 alongside Windows 10,https://askubuntu.com/questions?tab=frequent&page=31
17,14,How do I resize my current ubuntu partition? [duplicate],https://askubuntu.com/questions?tab=frequent&page=31
14,15,Wireless doesn't work on a Broadcom BCM4312 [duplicate],https://askubuntu.com/questions?tab=frequent&page=31
2,16,Installing Ubuntu On Second Hard Drive,https://askubuntu.com/questions?tab=frequent&page=31
1,17,Ubuntu 14.04 is not booting normaly after a manual hard boot,https://askubuntu.com/questions?tab=frequent&page=31
464,18,How do I get a list of installed files from a package?,https://askubuntu.com/questions?tab=frequent&page=31
129,4,How do I create a WiFi hotspot sharing wireless internet connection (single adapter)?,https://askubuntu.com/questions?tab=frequent&page=32
98,5,How do I modify the options for the power button?,https://askubuntu.com/questions?tab=frequent&page=32
111,6,E: Could not get lock /var/lib/dpkg/lock-frontend - open (11: Resource temporarily unavailable) [duplicate],https://askubuntu.com/questions?tab=frequent&page=32
107,7,How do I run a 'sudo' command inside a script?,https://askubuntu.com/questions?tab=frequent&page=32
102,8,Can I run Android apps on Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=32
76,9,How do I make a program auto-start every time I log in?,https://askubuntu.com/questions?tab=frequent&page=32
85,10,How can you remove Unity?,https://askubuntu.com/questions?tab=frequent&page=32
94,11,How to use Alt+Shift to switch keyboard layouts?,https://askubuntu.com/questions?tab=frequent&page=32
47,12,How to set the monitor to its native resolution which is not listed in the resolutions list?,https://askubuntu.com/questions?tab=frequent&page=32
56,13,How can I switch a 32-bit installation to a 64-bit one?,https://askubuntu.com/questions?tab=frequent&page=32
65,14,Live CD asks for a username and password,https://askubuntu.com/questions?tab=frequent&page=32
27,15,How do I subscribe to a bug?,https://askubuntu.com/questions?tab=frequent&page=32
15,16,Where can I find the status of the released versions of Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=32
14,17,How do I cd into a directory in the home folder?,https://askubuntu.com/questions?tab=frequent&page=32
286,18,What is the safest way to clean up /boot partition?,https://askubuntu.com/questions?tab=frequent&page=32
340,4,How to downgrade a package via apt-get?,https://askubuntu.com/questions?tab=frequent&page=33
221,5,How do I enable or disable Apport?,https://askubuntu.com/questions?tab=frequent&page=33
84,6,What download managers are available for Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=33
85,7,"What is dconf, what is its function, and how do I use it?",https://askubuntu.com/questions?tab=frequent&page=33
59,8,Install Ubuntu from ISO image directly from hard disk of a system running Linux? [duplicate],https://askubuntu.com/questions?tab=frequent&page=33
92,9,Am I using Unity or Unity 2D?,https://askubuntu.com/questions?tab=frequent&page=33
34,10,How do I customize the context menu in Nautilus?,https://askubuntu.com/questions?tab=frequent&page=33
69,11,Package system is broken. How to fix it?,https://askubuntu.com/questions?tab=frequent&page=33
25,12,Grub not showing on startup for Windows 8.1 Ubuntu 13.10 Dual boot,https://askubuntu.com/questions?tab=frequent&page=33
56,13,How do I fix a “Failed to download package files” error?,https://askubuntu.com/questions?tab=frequent&page=33
33,14,"Radeon HD 2000, 3000, 4000 on Ubuntu 12.04.2 and higher: fglrx (legacy) unsupported, what to do?",https://askubuntu.com/questions?tab=frequent&page=33
25,15,How do I install the Tor Browser Bundle in Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=33
25,16,How do I list the default installed packages?,https://askubuntu.com/questions?tab=frequent&page=33
12,17,Recovering user files with a Live CD,https://askubuntu.com/questions?tab=frequent&page=33
16,18,How do I decide what version of Ubuntu to install?,https://askubuntu.com/questions?tab=frequent&page=33
953,4,How do I save terminal output to a file?,https://askubuntu.com/questions?tab=frequent&page=34
170,5,How to completely uninstall Java?,https://askubuntu.com/questions?tab=frequent&page=34
447,6,How to make 'python' program command execute Python 3?,https://askubuntu.com/questions?tab=frequent&page=34
234,7,How to burn a Windows .iso to a USB device? [duplicate],https://askubuntu.com/questions?tab=frequent&page=34
